national_number,gen,Name,primary_type,secondary_type,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,gigantamax,mega_evolution,mega_evolution_alt
471,IV,Glaceon,ice,,88.14,11.86,0.8,25.9,45,8960,65,60,110,130,95,65,Snow Cloak,,,Ice Body,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
472,IV,Gliscor,ground,flying,50,50,2.0,42.5,30,5120,75,95,125,45,75,95,Hyper Cutter,Sand Veil,,Poison Heal,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
473,IV,Mamoswine,ice,ground,50.2,49.8,2.5,291.0,50,5120,110,130,80,70,60,80,Oblivious,Snow Cloak,,Thick Fat,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
474,IV,Porygon-Z,normal,,,,0.9,34.0,30,5120,85,80,70,135,75,90,Adaptability,Download,,Analytic,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
475,IV,Gallade,psychic,fighting,100,0,1.6,52.0,45,5120,68,125,65,65,115,80,Steadfast,,,Justified,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,0,0,0,,Mega Gallade,
476,IV,Probopass,rock,steel,50,50,1.4,340.0,60,5120,60,55,145,75,150,40,Sturdy,Magnet Pull,,Sand Force,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0,0,0,,,
477,IV,Dusknoir,ghost,,50.2,49.8,2.2,106.6,45,6400,45,100,135,65,135,45,Pressure,,,Frisk,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
478,IV,Froslass,ice,ghost,0,100,1.3,26.6,75,5120,70,80,70,80,70,110,Snow Cloak,,,Cursed Body,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,0,0,0,,,
479,IV,Rotom,electric,ghost,,,0.3,0.3,45,5120,50,50,77,95,77,91,Levitate,,,,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,0,0,0,,,
480,IV,Uxie,psychic,,,,0.3,0.3,3,20480,75,75,130,75,130,95,Levitate,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,0,0,,,
481,IV,Mesprit,psychic,,,,0.3,0.3,3,20480,80,105,105,105,105,80,Levitate,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,0,0,,,
482,IV,Azelf,psychic,,,,0.3,0.3,3,20480,75,125,70,125,70,115,Levitate,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,0,0,,,
483,IV,Dialga,steel,dragon,,,5.4,683.0,3,30720,100,120,120,150,100,90,Pressure,,,Telepathy,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0,1,0,,,
484,IV,Palkia,water,dragon,,,4.2,336.0,3,30720,90,120,100,150,120,100,Pressure,,,Telepathy,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0,1,0,,,
485,IV,Heatran,fire,steel,50.2,49.8,1.7,430.0,3,2560,91,90,106,130,106,77,Flash Fire,,,Flame Body,0.5,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,1,0,0,,,
486,IV,Regigigas,normal,,,,3.7,420.0,3,30720,110,160,110,80,110,100,Slow Start,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,,,
487,IV,Giratina,ghost,dragon,,,4.5,750.0,3,30720,150,100,120,100,120,90,Pressure,Levitate (Origin Forme),,Telepathy,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,0,1,0,,,
488,IV,Cresselia,psychic,,0,100,1.5,85.6,3,30720,120,70,120,75,130,85,Levitate,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,0,0,,,
489,IV,Phione,water,,,,0.4,3.1,30,10240,80,80,80,80,80,80,Hydration,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,1,,,
490,IV,Manaphy,water,,,,0.3,1.4,3,2560,100,100,100,100,100,100,Hydration,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,1,,,
491,IV,Darkrai,dark,,,,1.5,50.5,3,30720,70,90,90,135,90,125,Bad Dreams,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,1,,,
492,IV,Shaymin,grass,grass,,,0.2,2.1,45,30720,100,100,100,100,100,100,Natural Cure (Land Forme),Serene Grace (Sky Forme),,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,,,
493,IV,Arceus,normal,,,,3.2,320.0,3,30720,120,120,120,120,120,120,Multitype,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,1,,,
494,V,Victini,psychic,fire,,,0.4,4.0,3,30720,100,100,100,100,100,100,Victory Star,,,,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0,0,1,,,
495,V,Snivy,grass,,88.1,11.9,0.6,8.1,45,5120,45,45,55,45,55,63,Overgrow,,,Contrary,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
496,V,Servine,grass,,88.1,11.9,0.8,16.0,45,5120,60,60,75,60,75,83,Overgrow,,,Contrary,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
497,V,Serperior,grass,,88.1,11.9,3.3,63.0,45,5120,75,75,95,75,95,113,Overgrow,,,Contrary,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
498,V,Tepig,fire,,88.1,11.9,0.5,9.9,45,5120,65,63,45,45,45,45,Blaze,,,Thick Fat,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
499,V,Pignite,fire,fighting,88.1,11.9,1.0,55.5,45,5120,90,93,55,70,55,55,Blaze,,,Thick Fat,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,0,0,,,
500,V,Emboar,fire,fighting,88.1,11.9,1.6,150.0,45,5120,110,123,65,100,65,65,Blaze,,,Reckless,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,0,0,,,
501,V,Oshawott,water,,88.1,11.9,0.5,5.9,45,5120,55,55,45,63,45,45,Torrent,,,Shell Armor,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
502,V,Dewott,water,,88.1,11.9,0.8,24.5,45,5120,75,75,60,83,60,60,Torrent,,,Shell Armor,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
503,V,Samurott,water,,88.1,11.9,1.5,94.6,45,5120,95,100,85,108,70,70,Torrent,,,Shell Armor,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
504,V,Patrat,normal,,50,50,0.5,11.6,255,3840,45,55,39,35,39,42,Run Away,Keen Eye,,Analytic,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
505,V,Watchog,normal,,50,50,1.1,27.0,255,5120,60,85,69,60,69,77,Illuminate,Keen Eye,,Analytic,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
506,V,Lillipup,normal,,50.2,49.8,0.4,4.1,255,3840,45,60,45,25,45,55,Vital Spirit,Pickup,,Run Away,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
507,V,Herdier,normal,,50.2,49.8,0.9,14.7,120,3840,65,80,65,35,65,60,Intimidate,Sand Rush,,Scrappy,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
508,V,Stoutland,normal,,50.2,49.8,1.2,61.0,45,3840,85,110,90,45,90,80,Intimidate,Sand Rush,,Scrappy,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
509,V,Purrloin,dark,,50.2,49.8,0.4,10.1,255,5120,41,50,37,50,37,66,Limber,Unburden,,Prankster,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
510,V,Liepard,dark,,50.2,49.8,1.1,37.5,90,5120,64,88,50,88,50,106,Limber,Unburden,,Prankster,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
511,V,Pansage,grass,,88.1,11.9,0.6,10.5,190,5120,50,53,48,53,48,64,Gluttony,,,Overgrow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
512,V,Simisage,grass,,88.1,11.9,1.1,30.5,75,5120,75,98,63,98,63,101,Gluttony,,,Overgrow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
513,V,Pansear,fire,,88.1,11.9,0.6,11.0,190,5120,50,53,48,53,48,64,Gluttony,,,Blaze,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
514,V,Simisear,fire,,88.1,11.9,1.0,28.0,75,5120,75,98,63,98,63,101,Gluttony,,,Blaze,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
515,V,Panpour,water,,88.1,11.9,0.6,13.5,190,5120,50,53,48,53,48,64,Gluttony,,,Torrent,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
516,V,Simipour,water,,88.1,11.9,1.0,29.0,75,5120,75,98,63,98,63,101,Gluttony,,,Torrent,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
517,V,Munna,psychic,,50.2,49.8,0.6,23.3,190,2560,76,25,45,67,55,24,Forewarn,Synchronize,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
518,V,Musharna,psychic,,50.2,49.8,1.1,60.5,75,2560,116,55,85,107,95,29,Forewarn,Synchronize,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
519,V,Pidove,normal,flying,50.2,49.8,0.3,2.1,255,3840,50,55,50,36,30,43,Big Pecks,Super Luck,,Rivalry,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
520,V,Tranquill,normal,flying,50.2,49.8,0.6,15.0,120,3840,62,77,62,50,42,65,Big Pecks,Super Luck,,Rivalry,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
521,V,Unfezant,normal,flying,50.2,49.8,1.2,29.0,45,3840,80,115,80,65,55,93,Big Pecks,Super Luck,,Rivalry,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
522,V,Blitzle,electric,,50,50,0.8,29.8,190,5120,45,60,32,50,32,76,Lightning Rod,Motor Drive,,Sap Sipper,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
523,V,Zebstrika,electric,,50,50,1.6,79.5,75,5120,75,100,63,80,63,116,Lightning Rod,Motor Drive,,Sap Sipper,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
524,V,Roggenrola,rock,,50.2,49.8,0.4,18.0,255,3840,55,75,85,25,25,15,Sturdy,Weak Armor,,Sand Force,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
525,V,Boldore,rock,,50.2,49.8,0.9,102.0,120,3840,70,105,105,50,40,20,Sturdy,Weak Armor,,Sand Force,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
526,V,Gigalith,rock,,50.2,49.8,1.7,260.0,45,3840,85,135,130,60,80,25,Sturdy,Sand Stream,,Sand Force,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
527,V,Woobat,psychic,flying,50.2,49.8,0.4,2.1,190,3840,65,45,43,55,43,72,Unaware,Klutz,,Simple,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
528,V,Swoobat,psychic,flying,50.2,49.8,0.9,10.5,45,3840,67,57,55,77,55,114,Unaware,Klutz,,Simple,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
529,V,Drilbur,ground,,50.2,49.8,0.3,8.5,120,5120,60,85,40,30,45,68,Sand Rush,Sand Force,,Mold Breaker,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
530,V,Excadrill,ground,steel,50.2,49.8,0.7,40.4,60,5120,110,135,60,50,65,88,Sand Rush,Sand Force,,Mold Breaker,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,0,0,0,,,
531,V,Audino,normal,,50.2,49.8,1.1,31.0,255,5120,103,60,86,60,86,50,Healer,Regenerator,,Klutz,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,Mega Audino,
532,V,Timburr,fighting,,75.49,24.51,0.6,12.5,180,5120,75,80,55,25,35,35,Guts,Sheer Force,,Iron Fist,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
533,V,Gurdurr,fighting,,75.49,24.51,1.2,40.0,90,5120,85,105,85,40,50,40,Guts,Sheer Force,,Iron Fist,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
534,V,Conkeldurr,fighting,,75.49,24.51,1.4,87.0,45,5120,105,140,95,55,65,45,Guts,Sheer Force,,Iron Fist,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
535,V,Tympole,water,,50.2,49.8,0.5,4.5,255,5120,50,50,40,50,40,64,Swift Swim,Hydration,,Water Absorb,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
536,V,Palpitoad,water,ground,50.2,49.8,0.8,17.0,120,5120,75,65,55,65,55,69,Swift Swim,Hydration,,Water Absorb,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
537,V,Seismitoad,water,ground,50.2,49.8,1.5,62.0,45,5120,105,95,75,85,75,74,Swift Swim,Poison Touch,,Water Absorb,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
538,V,Throh,fighting,,100,0,1.3,55.5,45,5120,120,100,85,30,85,45,Guts,Inner Focus,,Mold Breaker,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
539,V,Sawk,fighting,,100,0,1.4,51.0,45,5120,75,125,75,30,75,85,Sturdy,Inner Focus,,Mold Breaker,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
540,V,Sewaddle,bug,grass,50,50,0.3,2.5,255,3840,45,53,70,40,60,42,Swarm,Chlorophyll,,Overcoat,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
541,V,Swadloon,bug,grass,50,50,0.5,7.3,120,3840,55,63,90,50,80,42,Leaf Guard,Chlorophyll,,Overcoat,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
542,V,Leavanny,bug,grass,50,50,1.2,20.5,45,3840,75,103,80,70,80,92,Swarm,Chlorophyll,,Overcoat,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
543,V,Venipede,bug,poison,50.2,49.8,0.4,5.3,255,3840,30,45,59,30,39,57,Poison Point,Swarm,,Speed Boost,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
544,V,Whirlipede,bug,poison,50.2,49.8,1.2,58.5,120,3840,40,55,99,40,79,47,Poison Point,Swarm,,Speed Boost,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
545,V,Scolipede,bug,poison,50.2,49.8,2.5,200.5,45,5120,60,100,89,55,69,112,Poison Point,Swarm,,Speed Boost,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
546,V,Cottonee,grass,fairy,50.2,49.8,0.3,0.6,190,5120,40,27,60,37,50,66,Prankster,Infiltrator,,Chlorophyll,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
547,V,Whimsicott,grass,fairy,50.2,49.8,0.7,6.6,75,5120,60,67,85,77,75,116,Prankster,Infiltrator,,Chlorophyll,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
548,V,Petilil,grass,,0,100,0.5,6.6,190,5120,45,35,50,70,50,30,Chlorophyll,Own Tempo,,Leaf Guard,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
549,V,Lilligant,grass,,0,100,1.1,16.3,75,5120,70,60,75,110,75,90,Chlorophyll,Own Tempo,,Leaf Guard,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
550,V,Basculin,water,,50.2,49.8,1.0,18.0,25,10240,70,92,65,80,55,98,Reckless (Red-Striped Form),Rock Head (Blue-Striped Form),Adaptability,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
551,V,Sandile,ground,dark,50.2,49.8,0.7,15.2,180,5120,50,72,35,35,35,65,Intimidate,Moxie,,Anger Point,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
552,V,Krokorok,ground,dark,50.2,49.8,1.0,33.4,90,5120,60,82,45,45,45,74,Intimidate,Moxie,,Anger Point,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
553,V,Krookodile,ground,dark,50.2,49.8,1.5,96.3,45,5120,95,117,80,65,70,92,Intimidate,Moxie,,Anger Point,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
554,V,Darumaka,fire,ice,50.2,49.8,0.6,37.5,120,5120,70,90,45,15,45,50,Hustle,,,Hustle- Inner Focus,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
555,V,Darmanitan,fire,fire,50.2,49.8,1.3,92.9,60,5120,105,140,55,30,55,95,Sheer Force,,,Gorilla Tactics- Zen Mode,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
556,V,Maractus,grass,,50.2,49.8,1.0,28.0,255,5120,75,86,67,106,67,60,Water Absorb,Chlorophyll,,Storm Drain,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
557,V,Dwebble,bug,rock,50.2,49.8,0.3,14.5,190,5120,50,65,85,35,35,55,Sturdy,Shell Armor,,Weak Armor,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
558,V,Crustle,bug,rock,50.2,49.8,1.4,200.0,75,5120,70,105,125,65,75,45,Sturdy,Shell Armor,,Weak Armor,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
559,V,Scraggy,dark,fighting,50.2,49.8,0.6,11.8,180,3840,50,75,70,35,70,48,Shed Skin,Moxie,,Intimidate,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,0,0,0,,,
560,V,Scrafty,dark,fighting,50.2,49.8,1.1,30.0,90,3840,65,90,115,45,115,58,Shed Skin,Moxie,,Intimidate,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,0,0,0,,,
561,V,Sigilyph,psychic,flying,50.2,49.8,1.4,14.0,45,5120,72,58,80,103,80,97,Wonder Skin ,Magic Guard,,Tinted Lens,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
562,V,Yamask,ghost,ground,50.2,49.8,0.5,1.5,190,6400,38,30,85,55,65,30,Mummy (Normal Forme),Wandering Spirit (Galarian Form),,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
563,V,Cofagrigus,ghost,,50.2,49.8,1.7,76.5,90,6400,58,50,145,95,105,30,Mummy,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
564,V,Tirtouga,water,rock,88.14,11.86,0.7,16.5,45,7680,54,78,103,53,45,22,Solid Rock,Sturdy,,Swift Swim,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
